CODGEO,LIBGEO,rank,REG,DEP,pop,area,year,type,rural_area,meanbuilt,b10,b25,b50,b75,b90,p10,p25,p50,p75,p90
73065,Chambéry,87,84,73,83291.7004966736,27.25,2000,satellite,74.5,66.8414606041865,30.0704002380371,50.1087989807129,68.4191970825195,83.5699977874756,100,34.0550193786621,120.469539642334,178.810745239258,269.245002746582,361.624053955078
11262,Narbonne,88,76,11,33591.3282165527,11.5625,2000,satellite,20.0625,71.4810204480146,30.6448001861572,57.9007987976074,76.1503982543945,87.3871994018555,99.568000793457,77.8433532714844,147.078521728516,193.435806274414,221.97932434082,252.920761108398
14366,Lisieux,89,28,14,23259.5462989807,8.625,2000,satellite,24.1875,68.6499825353208,30.1168003082275,49.9335985183716,66.4832000732422,94.6812019348144,100,39.9466819763184,109.532482147217,159.812187194824,242.543300628662,256.168365478516
47001,Agen,90,75,47,43313.7058143616,17.9375,2000,satellite,28.1875,67.0553252655455,30.0847988128662,53.0055999755859,70.0223999023438,82.7080001831055,97.1424026489258,29.1313171386719,71.6320953369141,139.218032836914,234.662391662598,298.263305664063
36044,Châteauroux,91,24,36,53116.9316463471,21.875,2000,satellite,50.125,72.7036114992414,30.0191993713379,54.597599029541,77.1703987121582,91.8227996826172,100,26.0792999267578,92.2092227935791,168.164573669434,213.368553161621,233.212097167969
80001,Abbeville,92,32,80,21463.7090682983,7.6875,2000,satellite,9.8125,68.9549657464997,31.07200050354,50.4288005828857,70.4560012817383,86.6399993896484,100,78.4440841674805,127.312088012695,179.371154785156,218.730545043945,252.459091186523
71270,Mâcon,93,27,71,36266.3974971771,16.0625,2000,satellite,24.1875,77.1519688558022,30.1504001617432,58.6416015625,85.1760025024414,95.3791961669922,100,18.5076713562012,104.425270080566,154.959060668945,179.353591918945,389.170166015625
81004,Albi,94,76,81,53002.4137821198,28.375,2000,satellite,72.875,68.4138291144686,30.0671997070313,48.7680006027222,69.3279991149902,88.6735992431641,100,23.6567153930664,80.2124900817871,120.352855682373,156.715370178223,178.588394165039
49328,Saumur,95,52,49,22527.4735374451,11.75,2000,satellite,15.75,65.8953870813897,30.4927997589111,48.1468000411987,65.1479988098145,84.5527992248535,100,38.3520469665527,88.1399440765381,117.741134643555,154.148586273193,183.121292114258
86066,Châtellerault,96,75,86,30451.0818309784,18.4375,2000,satellite,52.8125,68.8572854316841,30.0464000701904,49.0416011810303,71.1808013916016,88.5344009399414,100,22.2695293426514,69.5419502258301,108.38159942627,136.281135559082,153.930160522461
29151,Morlaix,97,53,29,17412.3310165405,10.4375,2000,satellite,25.1875,68.5640143320232,30.2959995269775,49.8271999359131,69.9552001953125,86.7039985656738,100,30.5841445922852,70.7077255249024,96.2731094360352,141.585762023926,179.209701538086
56260,Vannes,98,53,56,58532.3163604736,26.1875,2000,satellite,45.0625,75.0272954153275,31.2287998199463,56.1079998016357,80.4608001708984,94.1231994628906,100,32.3939361572266,100.223445892334,149.187225341797,183.545738220215,196.883407592773
44184,Saint-Nazaire,99,52,44,66544.8688402176,35.8125,2000,satellite,126.4375,75.8457856669268,30.0032005310059,56.1903991699219,82.9423980712891,98.4543991088867,100,15.7772436141968,49.7658195495606,114.402450561523,188.109046936035,196.811264038086
08409,Sedan,100,44,8,22278.4214096069,9.875,2000,satellite,60.125,70.2125569838512,31.7535991668701,53.720799446106,71.4655990600586,89.5868015289307,100,16.7450408935547,67.1602058410645,139.54663848877,216.742527008057,259.457550048828
75060,Paris,1,11,75,9688497.2364769,1447.625,2015,satellite,6562.25,82.4718491335461,30.0016002655029,69.1031970977783,92.5319976806641,100,100,4.74760341644287,179.853157043457,302.03076171875,485.612426757813,2828.93286132813
69123,Lyon,2,84,69,1262663.20235634,319.5,2015,satellite,366.75,78.9887847128049,30.0287990570068,63.0256004333496,86.8992004394531,98.0788021087647,100,17.8029193878174,96.8007507324219,149.609169006348,292.208213806152,1429.55212402344
13055,Marseille,3,93,13,898848.024576187,197,2015,satellite,356.125,83.1998320448822,30.0128002166748,69.5580005645752,94.700798034668,100,100,20.5929088592529,121.439390182495,239.318283081055,360.696006774902,1478.87719726563
33063,Bordeaux,4,75,33,669058.944036484,225.0625,2015,satellite,927.875,68.273713283756,30.0559997558594,53.5551986694336,70.5120010375977,83.7695999145508,100,29.5615329742432,98.9266891479492,146.506271362305,221.875289916992,489.346557617188
59350,Lille,5,32,59,922484.134874344,216.5625,2015,satellite,451.0625,76.1305660027618,30.0191993713379,58.9375991821289,82.2032012939453,95.7328033447266,100,24.6890907287598,150.427673339844,238.281372070313,389.523895263672,856.931701660156
44109,Nantes,6,52,44,482175.682041168,151.25,2015,satellite,257.25,73.0658155094494,30.0144004821777,55.8324003219605,77.4120025634766,92.3591995239258,100,41.3665962219238,110.267744064331,168.738883972168,305.011474609375,388.03955078125
42218,Saint-Étienne,7,84,42,232480.589157105,68.875,2015,satellite,250.125,74.0076501018988,30.1135997772217,57.1219997406006,78.4616012573242,93.7320003509521,100,39.4930114746094,120.153213500977,177.040199279785,319.52564239502,379.520202636719
31555,Toulouse,8,76,31,783834.425962448,290.6875,2015,satellite,1068.9375,75.4337885353648,30.0415992736816,58.7071990966797,80.8720016479492,94.7728004455566,100,25.288143157959,90.1599006652832,140.295135498047,251.684562683105,353.239501953125
76540,Rouen,9,28,76,347600.651361465,111.75,2015,satellite,357,78.5933691244531,30.163200378418,62.090799331665,85.1231994628906,98.2000026702881,100,29.3602924346924,113.442295074463,168.884101867676,273.131591796875,381.600006103516
76351,Le Havre,10,28,76,203781.259721994,91.875,2015,satellite,158.375,80.3475787960753,30.0624008178711,63.0488004684448,90.5447998046875,100,100,2.72027945518494,32.1450099945068,161.536209106445,251.369255065918,254.403778076172
67482,Strasbourg,11,44,67,418930.911708832,121.9375,2015,satellite,233.0625,80.277602098466,30.0128002166748,65.2680015563965,88.5120010375977,98.7648010253906,100,28.9215316772461,114.590732574463,200.027694702148,333.382080078125,358.898742675781
29019,Brest,12,53,29,164144.347921371,64.6875,2015,satellite,175.9375,77.1742562132757,30.0160007476807,56.9135990142822,85.4400024414063,98.0984001159668,100,25.7197322845459,79.5647392272949,148.858963012695,254.384468078613,261.662902832031
51454,Reims,13,44,51,197411.272656441,55,2015,satellite,125.6875,75.965881783312,30.2271995544434,59.592001914978,80.3087997436523,95.0864009857178,100,5.7761378288269,124.877439498901,240.951858520508,334.108184814453,355.205993652344
83137,Toulon,14,93,83,435578.438441277,204.625,2015,satellite,437.9375,77.4218804802775,30.0399990081787,57.5844011306763,85.1559982299805,99.1484031677246,100,14.2114410400391,66.4119243621826,99.9582939147949,162.733295440674,360.284881591797
80021,Amiens,15,32,80,124646.23595047,34.375,2015,satellite,138.9375,72.4577105712891,30.0128002166748,51.9688005447388,76.8863983154297,93.3268013000488,100,17.5955123901367,140.116924285889,235.274719238281,323.743095397949,356.101318359375
54395,Nancy,16,44,54,249085.433057785,70.0625,2015,satellite,560.6875,74.7475425624933,30.2016010284424,55.3839988708496,80.5327987670898,95.89599609375,100,31.596170425415,109.297996520996,175.438491821289,297.027130126953,493.894134521484
68224,Mulhouse,17,44,68,213508.80816555,81.375,2015,satellite,174.375,78.3164116761285,30.1072006225586,63.1504001617432,84.9272003173828,96.7648010253906,100,14.9530506134033,83.886251449585,131.946517944336,220.740180969238,356.696319580078
30189,Nîmes,18,76,30,130763.391853333,52.3125,2015,satellite,65.5625,73.3896181910981,30.1823997497559,52.1279983520508,76.7103958129883,95.5167999267578,100,45.4325065612793,110.536682128906,161.474380493164,206.662200927734,217.770233154297
87085,Limoges,19,75,87,144952.261314392,48.75,2015,satellite,198.75,73.8637455915794,30.2271995544434,57.4524011611939,77.7080001831055,92.9827976226807,100,41.3219947814941,125.247638702393,196.126892089844,250.506317138672,270.522827148438
35238,Rennes,20,53,35,246041.675094605,72,2015,satellite,151.4375,78.4213874191046,30.0207996368408,62.1820011138916,86.007999420166,98.4636001586914,100,31.3955268859863,92.5607128143311,192.022338867188,355.829414367676,370.885894775391
49007,Angers,21,52,49,198626.277355194,79.4375,2015,satellite,164.3125,75.7303931418598,30.0608005523682,58.4808006286621,81.4767990112305,95.946403503418,100,16.9718723297119,60.0988845825195,111.708518981934,293.291412353516,323.698333740234
34172,Montpellier,22,76,34,345846.810649872,94.625,2015,satellite,946,74.4994514734931,30.0783996582031,57.1072006225586,80.2224006652832,93.3528003692627,100,33.8554191589355,103.312852859497,162.884719848633,385.37036895752,451.244903564453
25056,Besançon,23,27,25,119719.692592621,40.625,2015,satellite,86.875,77.0243027378963,30.3951988220215,60.7256011962891,82.760799407959,96.3543968200684,100,23.7592945098877,104.009380340576,206.567901611328,265.584442138672,276.885803222656
06088,Nice,24,93,6,862058.966953278,313.25,2015,satellite,892.5,71.7150244145801,30.0032005310059,52.0160007476807,73.9255981445313,93.4899997711182,100,22.8000946044922,74.8829345703125,138.376312255859,239.293884277344,443.952362060547
45234,Orléans,25,24,45,155277.020008087,58.6875,2015,satellite,356.9375,71.5312800341394,30.163200378418,54.8391990661621,74.910400390625,90.834400177002,100,29.6035175323486,88.2311515808106,141.042282104492,205.163307189941,381.194152832031
37261,Tours,26,24,37,236215.938428879,83.0625,2015,satellite,189.125,72.3883003668286,30.3568000793457,54.1423988342285,74.1503982543945,93.7791976928711,100,22.0087203979492,97.9509658813477,136.720520019531,245.851516723633,378.596588134766
57463,Metz,27,44,57,174990.236206055,62.0625,2015,satellite,144.1875,73.2131850270466,30.2192001342773,53.6623992919922,77.8896026611328,93.8239974975586,100,11.6648283004761,94.4748840332031,154.907272338867,276.53662109375,378.603515625
50129,Cherbourg-en-Cotentin,28,28,50,73226.8172855377,33,2015,satellite,74.25,79.0766120390459,30.1471996307373,63.5324010848999,86.2095985412598,98.3383979797363,100,28.1671276092529,100.490598678589,129.766914367676,198.217514038086,214.293151855469
72181,Le Mans,29,52,72,156279.059843063,54.125,2015,satellite,174.625,76.9492342620744,30.1359996795654,60.8504009246826,83.6504020690918,96.7815971374512,100,29.6700859069824,119.701759338379,199.69197845459,246.231163024902,316.546783447266
21231,Dijon,30,27,21,221482.077035904,66.25,2015,satellite,218.375,81.827583348976,30.0048007965088,69.790397644043,90.3279991149902,97.8951988220215,100,15.7765216827393,115.767866134644,193.98902130127,324.340194702148,346.438842773438
59183,Dunkerque,31,32,59,139015.408508301,69.5625,2015,satellite,134.4375,80.0355882070564,30.0592002868652,65.0912017822266,89.2239990234375,98.7695999145508,100,18.148307800293,82.1899585723877,139.478744506836,173.706748962402,260.596710205078
38185,Grenoble,32,84,38,348094.603130341,78.5625,2015,satellite,398.6875,75.3608362202428,30.0767993927002,59.0015983581543,80.7631988525391,94.3919982910156,100,39.5036811828613,138.128234863281,201.182357788086,375.45458984375,639.003784179688
63113,Clermont-Ferrand,33,84,63,227646.56414032,81.8125,2015,satellite,209.5625,79.377411733792,30.0783996582031,63.8576011657715,87.5999984741211,97.7712020874024,100,30.8747978210449,99.4373626708984,144.560501098633,270.090911865234,346.926361083984
14118,Caen,34,28,14,180197.082529068,70,2015,satellite,112.75,80.5897886361395,30.0207996368408,66.0899982452393,89.484001159668,98.7544002532959,100,20.3005905151367,73.9811325073242,135.170837402344,273.081092834473,381.286743164063
10387,Troyes,35,44,10,121595.024715424,53.1875,2015,satellite,55.5,80.7513156222961,30.0832004547119,67.0264015197754,89.6880035400391,98.3199996948242,100,14.276439666748,59.8504123687744,123.747695922852,223.805519104004,298.917510986328
62160,Boulogne-sur-Mer,36,32,62,71861.4254684448,16.3125,2015,satellite,18.0625,71.4157486034993,30.015998840332,55.1968002319336,74.3328018188477,87.8112030029297,100,70.2210998535156,176.205551147461,259.985931396484,373.295257568359,497.493499755859
02691,Saint-Quentin,37,32,2,56763.4787845612,19.5625,2015,satellite,23.9375,80.0929840075703,30.0944004058838,66.8320007324219,87.1696014404297,97.9520034790039,100,21.6143665313721,108.498390197754,204.782241821289,255.052062988281,261.800231933594
56121,Lorient,38,53,56,87616.4303379059,33.375,2015,satellite,40.25,82.385890621371,30.2175998687744,68.5184001922607,92.8839988708496,100,100,25.3891010284424,92.1440315246582,161.492172241211,256.843032836914,263.694885253906
34032,Béziers,39,76,34,62875.6491203308,19.6875,2015,satellite,34.3125,69.7660192459349,31.1088008880615,57.4032001495361,73.2351989746094,84.7623977661133,100,44.3625030517578,157.672286987305,211.871871948242,247.43074798584,333.666748046875
62193,Calais,40,32,62,77672.3966960907,31.3125,2015,satellite,28.0625,73.4683656483115,30.155200958252,52.984001159668,77.0752029418945,95.1136016845703,100,16.4883804321289,97.768928527832,171.908065795898,225.973556518555,246.86735534668
84007,Avignon,41,93,84,138793.209480286,65.9375,2015,satellite,110.875,76.2450760357753,30.1168003082275,60.9720001220703,82.1455993652344,94.4496002197266,100,34.1408615112305,91.9649925231934,124.091194152832,169.777641296387,224.05436706543
18033,Bourges,42,24,18,64871.5766887665,38.9375,2015,satellite,43.5625,72.5602106213761,30.0655994415283,55.503999710083,76.1839981079102,91.9631996154785,100,27.9461288452148,70.5815200805664,103.901214599609,140.828155517578,173.215515136719
86194,Poitiers,43,75,86,108572.497430801,44.9375,2015,satellite,60.125,74.7481814001134,30.1823997497559,57.8311996459961,79.7600021362305,93.1928024291992,100,24.4063968658447,84.9057197570801,165.118316650391,215.688766479492,238.69303894043
16015,Angoulême,44,75,16,77115.8540534973,48,2015,satellite,55.125,73.6597271189094,30.0576000213623,56.9724006652832,77.5791969299316,93.9987983703613,100,20.1317539215088,58.6675844192505,87.4232864379883,143.848075866699,191.539520263672
64445,Pau,45,75,64,131090.292976379,50.0625,2015,satellite,165.5625,70.0305857688151,30.0095996856689,54.4864006042481,72.6992034912109,87.0655975341797,100,36.7304229736328,87.5779647827149,132.860809326172,246.258117675781,323.356719970703
13001,Aix-en-Provence,46,93,13,80032.6235713959,36.5,2015,satellite,35.5,73.9147945854762,30.3696002960205,52.8532009124756,79.2319984436035,96.089599609375,100,24.3895587921143,98.2205677032471,148.035224914551,179.531574249268,186.837677001953
34301,Sète,47,76,34,56131.4510803223,18.9375,2015,satellite,63.0625,69.355891998845,30.6112003326416,53.894401550293,70.283203125,86.5968017578125,100,66.0635986328125,143.970802307129,189.943374633789,225.371398925781,294.409149169922
66136,Perpignan,48,76,66,130317.243274689,40.9375,2015,satellite,191.0625,70.4873086943881,30.1103992462158,54.8864002227783,74.8336029052734,87.1903991699219,100,53.1691932678223,139.445976257324,190.554626464844,268.335479736328,320.729919433594
64102,Bayonne,49,75,64,103964.479240417,39.5625,2015,satellite,86.3125,62.003707994217,30.0543994903564,46.1216011047363,62.0719985961914,77.521598815918,100,53.1081848144531,119.185150146484,156.693069458008,194.609832763672,392.291107177734
53130,Laval,50,52,53,54069.3211269379,26.5,2015,satellite,32.25,78.4702830494575,30.1856002807617,60.1387987136841,87.8736000061035,98.1764011383057,100,20.5331001281738,75.7409076690674,135.911987304688,185.517051696777,190.560043334961
17299,Rochefort,51,75,17,27501.5361061096,14.4375,2015,satellite,27,74.6503965617258,30.0863990783691,56.5520000457764,81.4176025390625,94.5007972717285,100,36.412525177002,86.031909942627,117.843856811523,162.770584106445,174.894256591797
59178,Douai,52,32,59,98319.8149337769,48.4375,2015,satellite,42.3125,73.3758678657778,30.0223999023438,57.1384010314942,76.5072021484375,92.4928016662598,100,35.4877548217773,85.8992958068848,125.000526428223,159.511924743652,218.488800048828
82121,Montauban,53,76,82,32669.4250640869,18.5625,2015,satellite,81.3125,71.4959999495484,30.0671997070313,49.4543991088867,77.030403137207,93.4703979492187,100,46.2590026855469,76.0866088867188,118.51286315918,143.806121826172,153.85205078125
62041,Arras,54,32,62,70126.2836341858,22.625,2015,satellite,42.375,67.8517923407792,30.1567993164063,49.1563997268677,69.3272018432617,86.5680027008057,100,37.6333160400391,117.487216949463,182.805328369141,267.862266540527,345.083770751953
71153,Le Creusot,55,27,71,24167.7424259186,14.1875,2015,satellite,20.875,71.1164898893382,30.0559997558594,53.6296005249024,74.5696029663086,89.7175979614258,100,23.736177444458,66.7110176086426,104.770515441895,146.318550109863,172.897766113281
35288,Saint-Malo,56,53,35,37793.1398544312,22,2015,satellite,20.625,80.1578455513174,30.4528007507324,66.030797958374,90.2288017272949,98.8496017456055,100,41.3200874328613,92.568567276001,122.990917205811,134.171424865723,135.685668945313
79191,Niort,57,75,79,49394.2299880982,26.3125,2015,satellite,61.8125,71.8280246988328,30.1487998962402,58.3120002746582,76.3647994995117,88.0495986938477,100,28.9841232299805,84.7908248901367,128.169097900391,148.82258605957,169.224258422852
38544,Vienne,58,84,38,23333.0490722656,10.5,2015,satellite,42.625,64.6126381102062,30.0752010345459,42.4344005584717,60.9111995697022,87.8448009490967,100,17.9241924285889,78.3814506530762,124.401969909668,205.656280517578,262.717437744141
59606,Valenciennes,59,32,59,143872.77984333,71.5625,2015,satellite,69.4375,75.3672678068736,30.0287990570068,56.8576011657715,80.7040023803711,96.2768020629883,100,10.7852668762207,70.8942947387695,110.859840393066,183.954879760742,242.551254272461
11069,Carcassonne,60,76,11,36339.865562439,17.1875,2015,satellite,39.25,73.6768465076793,30.1760005950928,54.7816009521484,79.3824005126953,94.657600402832,100,42.0835266113281,98.2879104614258,142.42610168457,169.832527160645,179.417739868164
42207,Saint-Chamond,61,84,42,35360.9051895142,13.8125,2015,satellite,17.4375,74.3436091496394,30.6464004516602,55.2928009033203,80.4112014770508,91.7872009277344,100,51.1012725830078,116.936744689941,169.642288208008,205.117431640625,227.241683959961
81065,Castres,62,76,81,31756.4098892212,13.25,2015,satellite,23.5625,65.5007397813617,30.3456001281738,49.5443992614746,67.4407997131348,80.0836009979248,100,69.3976974487305,113.303649902344,154.231132507324,183.144107818604,228.691146850586
24322,Périgueux,63,75,24,34080.6326026917,12.5,2015,satellite,8.3125,67.2419202327728,30.0559997558594,50.8880004882813,68.8240013122559,84.0288009643555,100,45.0863075256348,101.024435043335,143.472885131836,256.143157958984,324.074340820313
68066,Colmar,64,44,68,72479.7757759094,26.4375,2015,satellite,27.375,84.2948464783653,30.0319995880127,75.7264022827149,93.9776000976562,99.9832000732422,100,40.8122596740723,139.319702148438,192.931900024414,212.182182312012,212.907775878906
03185,Montluçon,65,84,3,45298.793211937,24.9375,2015,satellite,21.5625,74.2241202954362,30.1471996307373,59.5728015899658,78.6607971191406,92.8047981262207,100,14.820330619812,74.3942565917969,118.456176757813,161.242828369141,177.384857177734
26362,Valence,66,84,26,97158.6847915649,38.4375,2015,satellite,110.1875,76.2102868025865,30.0400009155273,60.7968006134033,82.4591979980469,93.9456024169922,100,36.5517196655273,102.473865509033,154.646743774414,220.407432556152,253.829696655273
08105,Charleville-Mézières,67,44,8,49503.759098053,23.0625,2015,satellite,40.6875,72.3603468173888,30.4384002685547,52.8432006835938,75.7183990478516,93.0655975341797,100,19.1187210083008,77.5889282226563,141.083053588867,193.899795532227,210.848648071289
42187,Roanne,68,84,42,58012.1020317078,26.4375,2015,satellite,35.4375,72.8273134479568,30.0496006011963,58.7519989013672,75.747200012207,90.0040016174316,100,39.4873275756836,92.6895866394043,127.610160827637,186.591156005859,237.048309326172
58194,Nevers,69,27,58,44618.5217151642,21.6875,2015,satellite,42.25,65.6198318767273,30.828800201416,48.6431999206543,66.4352035522461,81.9608001708984,100,27.338171005249,87.1885108947754,124.430099487305,173.202331542969,220.806442260742
71076,Chalon-sur-Saône,70,27,71,58963.9322433472,29.6875,2015,satellite,63.125,75.9724498186613,30.0399990081787,57.4671993255615,81.4352035522461,96.7743988037109,100,18.2816944122314,62.1169471740723,103.558441162109,207.486488342285,226.474075317383
76231,Elbeuf,71,28,76,43234.2123298645,16.75,2015,satellite,14.5,72.7410267360175,30.0767993927002,56.0436000823975,75.1839981079102,91.6975994110108,100,38.1137924194336,96.719087600708,136.329803466797,190.785060882568,417.788909912109
59122,Cambrai,72,32,59,40993.6283378601,19.375,2015,satellite,25.625,72.8753443625666,30.2399997711182,55.7456007003784,76.0223999023438,92.6947994232178,100,23.6445159912109,89.7127838134766,132.922676086426,179.773273468018,197.373977661133
62765,Saint-Omer,73,32,62,33445.2652549744,19.1875,2015,satellite,49.0625,66.7448494317866,30.0655994415283,49.9320011138916,67.9711990356445,85.8207969665527,100,10.2682847976685,75.3030815124512,107.220573425293,137.579139709473,247.027099609375
03190,Moulins,74,84,3,29867.6175289154,18.375,2015,satellite,17.375,76.4185905651171,30.0624008178711,60.3951997756958,83.2288017272949,95.5632019042969,100,18.9552974700928,60.086802482605,87.7379493713379,155.246021270752,197.278106689453
59017,Armentières,75,32,59,41635.553604126,12.4375,2015,satellite,19.0625,69.0485548565735,30.6944007873535,49.0960006713867,68.7631988525391,90.1520004272461,100,63.325569152832,116.687953948975,178.08723449707,300.476547241211,384.445617675781
76217,Dieppe,76,28,76,30349.6364250183,8.0625,2015,satellite,14.5,65.8304370170416,30.0095996856689,47.611198425293,68.2080001831055,84.1455993652344,100,58.4406547546387,173.341480255127,241.738845825195,306.716011047363,367.451293945313
13004,Arles,77,93,13,20354.5179214478,14.25,2015,satellite,20.25,75.3728490963317,30.0879993438721,55.8099985122681,80.6487998962402,96.4656028747559,100,31.9078712463379,66.1353073120117,95.5694923400879,114.312534332275,118.500816345215
65440,Tarbes,78,76,65,59109.3948993683,27,2015,satellite,27,69.7622482202671,30.0287990570068,52.5356016159058,71.6168022155762,88.782398223877,100,23.3902111053467,82.0184230804443,129.486038208008,197.380962371826,235.951461791992
30007,Alès,79,76,30,49764.6383209229,28.5625,2015,satellite,44.5625,68.2290241900889,30.0576000213623,49.9855995178223,69.3791961669922,88.7888031005859,100,28.985860824585,58.9278907775879,105.621208190918,159.803741455078,185.597305297852
17300,La Rochelle,80,75,17,98018.34790802,43.0625,2015,satellite,47.9375,79.106833052393,30.3663997650147,65.1903991699219,86.0816040039063,95.6511993408203,100,34.5368881225586,102.061445236206,137.843643188477,194.961086273193,214.611801147461
41018,Blois,81,24,41,45650.6607112885,20.8125,2015,satellite,56.1875,71.5296818157574,30.3631992340088,55.334400177002,75.8287963867188,90.7216033935547,100,31.6842708587647,94.0305099487305,139.343032836914,184.667510986328,208.307968139648
28085,Chartres,82,24,28,82003.4991178513,35.5625,2015,satellite,59.4375,75.2671410739946,30.1023998260498,56.6063995361328,81.3104019165039,95.5615997314453,100,10.9636363983154,101.838226318359,153.795593261719,190.829620361328,225.730667114258
60057,Beauvais,83,32,60,50552.8286275864,20.125,2015,satellite,25.1875,76.9236572573644,30.0095996856689,60.2660007476807,83.8295974731445,96.5028018951416,100,15.2253980636597,116.570285797119,174.542778015137,208.370849609375,215.922088623047
29232,Quimper,84,53,29,56184.5543899536,27.1875,2015,satellite,42.6875,69.034464399842,30.0335998535156,50.420000076294,69.8255996704102,88.4816017150879,100,32.0275764465332,90.9527587890625,129.835357666016,168.750259399414,192.350952148438
51108,Châlons-en-Champagne,85,44,51,53869.5133552551,23.375,2015,satellite,38.25,79.6978610441647,30.1200008392334,65.7900009155274,89.0303993225098,97.6076030731201,100,6.83264875411987,71.0487270355225,174.022789001465,216.138095855713,227.231567382813
43157,Le Puy-en-Velay,86,84,43,18204.4858169556,5,2015,satellite,26.625,53.4360403060913,30.1664009094238,38.6616010665894,48.5416011810303,66.5604019165039,97.2111968994141,82.7602310180664,157.950721740723,195.298919677734,277.737106323242,466.534362792969
73065,Chambéry,87,84,73,93777.1607933044,30.75,2015,satellite,71,66.5045398968022,30.0704002380371,50.0048007965088,67.7639999389649,83.4863967895508,100,36.4175682067871,127.220014572144,176.747344970703,256.512298583984,411.146514892578
11262,Narbonne,88,76,11,37903.9038619995,13.1875,2015,satellite,19.8125,68.9972850202949,30.5408000946045,50.4111995697022,74.0703964233398,85.8103981018066,99.568000793457,79.5151519775391,131.249153137207,192.847564697266,223.413505554199,259.232391357422
14366,Lisieux,89,28,14,21330.074306488,9.25,2015,satellite,23.5625,69.1999240565944,30.1168003082275,49.8291988372803,69.8247985839844,94.3016014099121,100,40.6663627624512,92.0518531799316,140.624015808105,206.911956787109,219.415115356445
47001,Agen,90,75,47,50509.8123664856,20.4375,2015,satellite,26.8125,66.0270628797899,30.0480003356934,51.6944007873535,69.3407974243164,82.2015991210938,97.1424026489258,29.7980270385742,71.8371200561523,123.613876342773,248.29859161377,337.105773925781
36044,Châteauroux,91,24,36,48526.3713817597,23.0625,2015,satellite,48.9375,72.5021614343493,30.0191993713379,54.4832000732422,76.3455963134766,91.657600402832,100,21.5017585754395,81.7156295776367,142.684936523438,182.530746459961,201.436782836914
80001,Abbeville,92,32,80,20789.7600402832,8.125,2015,satellite,9.375,68.0865477195153,30.0368003845215,50.1260004043579,67.9384002685547,86.4544010162354,100,70.3977737426758,117.481184005737,159.228408813477,202.624687194824,234.37174987793
71270,Mâcon,93,27,71,34807.3198661804,17.1875,2015,satellite,23.0625,76.8203345003995,30.1152000427246,59.2768001556397,84.8720016479492,95.1903991699219,100,17.309700012207,95.3486175537109,137.798706054688,162.217071533203,405.332946777344
81004,Albi,94,76,81,59496.0796089172,33.125,2015,satellite,70.375,67.3124890633349,30.0400009155273,47.5499992370606,68.1664009094238,87.0579986572266,100,26.7741432189941,71.2507553100586,115.525566101074,152.488414764404,178.693328857422
49328,Saumur,95,52,49,19711.2307281494,12.5,2015,satellite,17.6875,65.4932319736481,30.2320003509522,47.649600982666,65.045597076416,83.7155990600586,100,43.1552391052246,71.5877323150635,97.9714050292969,126.037887573242,151.205062866211
86066,Châtellerault,96,75,86,27527.6549129486,19.5625,2015,satellite,51.6875,69.202336034074,30.1872005462647,49.1263999938965,72.1679992675781,88.3840026855469,100,18.5706062316895,59.8063354492188,91.9715805053711,116.19474029541,131.945907592773
29151,Morlaix,97,53,29,17341.0851593018,12.3125,2015,satellite,23.3125,66.2391227489801,30.1040000915527,50.0607986450195,66.8863983154297,84.9087982177734,100,27.6517658233643,56.521110534668,83.0757293701172,117.717468261719,159.140289306641
56260,Vannes,98,53,56,62146.649394989,29.3125,2015,satellite,41.9375,75.8457756042481,30.1455993652344,59.0751991271973,81.7248001098633,94.7951965332031,100,39.3354377746582,100.576047897339,143.326705932617,169.104362487793,180.056869506836
44184,Saint-Nazaire,99,52,44,65876.6471700668,38.5,2015,satellite,127.4375,76.8243870053973,30.1648006439209,58.3415994644165,84.7351989746094,98.3199977874756,100,15.1803722381592,48.0766153335571,108.431156158447,170.121669769287,178.433822631836
08409,Sedan,100,44,8,21940.8330488205,12.125,2015,satellite,57.875,67.8806185673193,30.0416011810303,48.7288007736206,66.6752014160156,88.6588020324707,100,15.2301359176636,62.0869226455689,105.931289672852,171.419898986816,213.118713378906
75060,Paris,1,11,75,,1990.03,2016,manual,,,,,,,,,,,,
69123,Lyon,2,84,69,,421.95,2016,manual,,,,,,,,,,,,
13055,Marseille,3,93,13,,165.5,2016,manual,,,,,,,,,,,,
33063,Bordeaux,4,75,33,,409.17,2016,manual,,,,,,,,,,,,
59350,Lille,5,32,59,,231.15,2016,manual,,,,,,,,,,,,
44109,Nantes,6,52,44,,237.67,2016,manual,,,,,,,,,,,,
42218,Saint-Étienne,7,84,42,,74.71,2016,manual,,,,,,,,,,,,
31555,Toulouse,8,76,31,,338.82,2016,manual,,,,,,,,,,,,
76540,Rouen,9,28,76,,87.54,2016,manual,,,,,,,,,,,,
76351,Le Havre,10,28,76,,76.06,2016,manual,,,,,,,,,,,,
67482,Strasbourg,11,44,67,,104.59,2016,manual,,,,,,,,,,,,
29019,Brest,12,53,29,,37.97,2016,manual,,,,,,,,,,,,
51454,Reims,13,44,51,,57.74,2016,manual,,,,,,,,,,,,
83137,Toulon,14,93,83,,119.87,2016,manual,,,,,,,,,,,,
80021,Amiens,15,32,80,,45.45,2016,manual,,,,,,,,,,,,
54395,Nancy,16,44,54,,60.53,2016,manual,,,,,,,,,,,,
